fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality
0.6226415,0.3417722,0.45,0.1483871,0.1162029,0.2222222,0.1384083,0.9954269,0.8453865,0.31,0.6308725,0.625
0.5974843,0.3734177,0.44,0.1483871,0.1162029,0.2916667,0.2352941,0.9955265,0.8628429,0.315,0.6375839,0.625
0.6226415,0.3417722,0.45,0.1483871,0.1162029,0.2222222,0.1384083,0.9954269,0.8453865,0.31,0.6308725,0.625
0.490566,0.4050633,0.1,0.3870968,0.188216,0.0694444,0.0380623,0.9947294,0.840399,0.345,0.6778523,0.875
0.4591195,0.4240506,0.05,0.2322581,0.1751227,0.0833333,0.0692042,0.9935339,0.8478803,0.315,0.6778523,0.625
0.5220126,0.5348101,0.01,0.1419355,0.1145663,0.0694444,0.0484429,0.9930357,0.8279302,0.29,0.738255,0.5
0.5471698,0.3037975,0.3,0.1806452,0.1080196,0.1388889,0.0968858,0.9927368,0.8304239,0.335,0.7516779,0.875
0.4213836,0.2658228,0.27,0.5548387,0.111293,0.3333333,0.5121107,0.9911427,0.7880299,0.285,0.7583893,0.75
0.672956,0.2721519,0.39,0.1419355,0.1734861,0.1111111,0.1107266,0.9949287,0.7206983,0.25,0.6442953,0.625
0.6163522,0.556962,0.25,0.1612903,0.1702128,0.4861111,0.5363322,0.9973199,0.8503741,0.335,0.7516779,0.625
1,0.2278481,0.65,0.483871,0.1571195,0.3055556,0.2456747,0.9939324,0.7431421,0.42,1,0.625
0.591195,0.2088608,0.59,0.1806452,0.1292962,0.125,0.1038062,0.9939324,0.7780549,0.27,0.8053691,0.75
0.5408805,0.2974684,0.47,0.1548387,0.1211129,0.0972222,0.100346,0.9942313,0.7680798,0.23,0.6375839,0.625
0.6100629,0.3481013,0.17,0.1870968,0.1423895,0.2777778,0.183391,0.9967221,0.7830424,0.305,0.6308725,0.625
0.672956,0.2721519,0.39,0.1419355,0.1734861,0.1111111,0.1107266,0.9949287,0.7206983,0.25,0.6442953,0.625
0.754717,0.3164557,0.59,0.0903226,0.1194763,0.3194444,0.1453287,0.9943309,0.7281796,0.34,0.704698,0.875
0.4528302,0.3291139,0.07,0.0903226,0.1211129,0.0694444,0.0692042,0.9936335,0.8279302,0.405,0.6442953,0.75
0.4465409,0.5316456,0.02,0.283871,0.1571195,0.0694444,0.0449827,0.9933346,0.8503741,0.285,0.738255,0.5
0.4528302,0.3291139,0.07,0.0903226,0.1211129,0.0694444,0.0692042,0.9936335,0.8279302,0.405,0.6442953,0.75
0.4716981,0.2658228,0.31,0.1032258,0.1309329,0.2083333,0.1453287,0.9941317,0.8254364,0.32,0.6040268,0.625
0.4528302,0.3607595,0.06,0.1032258,0.1243863,0.125,0.0934256,0.9935339,0.8379052,0.35,0.6442953,0.75
0.6352201,0.1772152,0.46,0.116129,0.0818331,0.0694444,0.0449827,0.9937331,0.7581047,0.395,0.6845638,0.75
0.7610063,0.2531646,0.52,0.1290323,0.1505728,0.2083333,0.1868512,0.9963236,0.755611,0.33,0.6845638,0.625
0.591195,0.3734177,0.14,0.1290323,0.1374795,0.3472222,0.16609,0.9944306,0.7830424,0.28,0.6510067,0.625
0.5220126,0.3101266,0.36,0.116129,0.3633388,0.0833333,0.0553633,0.9943309,0.7930175,0.3,0.6375839,0.75
0.7106918,0.2151899,0.45,0.1290323,0.1342062,0.0833333,0.0519031,0.995128,0.7331671,0.33,0.6174497,0.75
0.6289308,0.4620253,0.43,0.1483871,0.096563,0.2083333,0.1072664,0.9929361,0.7855362,0.285,0.738255,0.625
0.7106918,0.2151899,0.45,0.1290323,0.1342062,0.0833333,0.0519031,0.995128,0.7331671,0.33,0.6174497,0.75
0.4339623,0.2531646,0.24,0.1612903,0.1358429,0.4166667,0.1557093,0.9922386,0.8129676,0.29,0.6711409,0.625
0.5157233,0.4620253,0.21,0.1096774,0.1211129,0.0694444,0.0449827,0.9931353,0.798005,0.26,0.6375839,0.625
0.6163522,0.7848101,0.34,0.1290323,0.1292962,0.4444444,0.5224913,0.9943309,0.7855362,0.265,0.6375839,0.625
0.5157233,0.4620253,0.21,0.1096774,0.1211129,0.0694444,0.0449827,0.9931353,0.798005,0.26,0.6375839,0.625
0.6792453,0.2531646,0.41,0.1419355,0.1374795,0.0972222,0.0588235,0.9947294,0.7680798,0.335,0.6241611,0.75
0.5849057,0.2594937,0.39,0.1419355,0.1047463,0.1666667,0.1072664,0.9947294,0.8129676,0.325,0.6845638,0.625
0.6792453,0.2531646,0.41,0.1419355,0.1374795,0.0972222,0.0588235,0.9947294,0.7680798,0.335,0.6241611,0.75
0.5408805,0.5063291,0.11,0.1483871,0.1374795,0.1666667,0.1072664,0.9942313,0.8478803,0.24,0.6644295,0.625
0.5220126,0.4936709,0.1,0.1677419,0.1325696,0.625,0.3010381,0.9946298,0.8678304,0.265,0.6711409,0.625
0.6792453,0.164557,0.45,0.2129032,0.0981997,0.2777778,0.1695502,0.9935339,0.7805486,0.27,0.6442953,0.625
0.836478,0.2721519,0.58,0.1225806,0.1145663,0.2083333,0.1384083,0.9967221,0.7630923,0.245,0.6040268,0.625
0.5031447,0.2848101,0.23,0.1419355,0.1538462,0.2222222,0.100346,0.9925375,0.8004988,0.245,0.6845638,0.75
0.5345912,0.2911392,0.31,0.1451613,0.1276596,0.4444444,0.200692,0.9943309,0.8304239,0.27,0.6577181,0.625
0.509434,0.4936709,0.23,0.1677419,0.096563,0.0694444,0.0519031,0.9933346,0.840399,0.28,0.7583893,0.625
0.6163522,0.6202532,0.32,0.1483871,0.1276596,0.4861111,0.5259516,0.9943309,0.8104738,0.24,0.6308725,0.625
0.509434,0.4936709,0.23,0.1677419,0.096563,0.0694444,0.0519031,0.9933346,0.840399,0.28,0.7583893,0.625
0.4465409,0.4113924,0.18,0.116129,0.1145663,0.1805556,0.1384083,0.9933346,0.8578554,0.3,0.6107383,0.625
0.572327,0.4050633,0.23,0.2,0.1554828,0.1805556,0.1314879,0.9961243,0.8179551,0.295,0.6510067,0.625
0.4842767,0.4177215,0.04,0.1032258,0.0638298,0.0555556,0.0311419,0.9925375,0.8478803,0.235,0.6308725,0.625
0.509434,0.2405063,0.48,0.116129,0.2569558,0.0694444,0.0588235,0.9939324,0.8229426,0.525,0.6308725,0.625
0.4654088,0.75,0,0.2741935,0.1587561,0.0694444,0.0484429,0.9929361,0.9052369,0.27,0.7181208,0.375
0.5786164,0.5822785,0.24,0.1677419,0.1423895,0.1666667,0.3217993,0.9961243,0.8678304,0.27,0.6577181,0.625
0.5408805,0.3101266,0.51,0.1290323,0.690671,0.2222222,0.2145329,0.9942313,0.755611,0.585,0.6040268,0.625
0.5660377,0.3037975,0.32,0.1806452,0.1374795,0.2916667,0.4221453,0.9947294,0.8279302,0.31,0.6308725,0.625
0.5660377,0.2974684,0.31,0.1741935,0.1374795,0.3333333,0.432526,0.9947294,0.8254364,0.305,0.6308725,0.625
0.3207547,0.2974684,0.02,0.083871,0.0556465,0.25,0.1522491,0.9884526,0.9725686,0.31,0.8590604,0.75
0.4402516,0.4113924,0.02,0.1354839,0.1080196,0.1111111,0.0865052,0.9935339,0.8653367,0.335,0.6375839,0.75
0.4402516,0.4113924,0.02,0.1354839,0.1080196,0.1111111,0.0865052,0.9935339,0.8653367,0.335,0.6375839,0.75
0.591195,0.3892405,0.28,0.2064516,0.1423895,0.25,0.2491349,0.9964232,0.8254364,0.265,0.6510067,0.625
0.7421384,0.2405063,0.55,0.1354839,0.1162029,0.0694444,0.0657439,0.9949287,0.7755611,0.31,0.7248322,0.75
0.6666667,0.6455696,0.43,0.1870968,0.1243863,0.3611111,0.3044983,0.9947294,0.7680798,0.285,0.6778523,0.75
0.4402516,0.4113924,0.02,0.1354839,0.1080196,0.1111111,0.0865052,0.9935339,0.8653367,0.335,0.6375839,0.75
0.4402516,0.4050633,0.02,0.1354839,0.1096563,0.125,0.0795848,0.9933346,0.8653367,0.335,0.6308725,0.75
0.4716981,0.2405063,0.48,0.1677419,0.1194763,0.3055556,0.2906574,0.9935339,0.8279302,0.35,0.6442953,0.5
0.572327,0.4841772,0.04,0.1032258,0.1276596,0.0555556,0.0484429,0.9943309,0.8204489,0.27,0.6510067,0.5
0.5283019,0.6550633,0.15,0.3870968,0.1194763,0.1527778,0.1868512,0.9953272,0.840399,0.245,0.6644295,0.625
0.4402516,0.4936709,0.08,0.1290323,0.1522095,0.1388889,0.0657439,0.9919397,0.8478803,0.235,0.6711409,0.625
0.4654088,0.3101266,0.19,0.1935484,0.1260229,0.2222222,0.1280277,0.9929361,0.840399,0.255,0.704698,0.625
0.490566,0.3449367,0.12,0.1612903,0.111293,0.1527778,0.1211073,0.9923383,0.8329177,0.305,0.7785235,0.75
0.6100629,0.1962025,0.47,0.1032258,0.101473,0.1805556,0.1141869,0.9946298,0.8154613,0.33,0.6711409,0.75
0.6666667,0.6487342,0.43,0.1806452,0.1309329,0.2916667,0.2906574,0.9948291,0.7630923,0.285,0.6778523,0.625
0.5597484,0.3575949,0.34,0.1935484,0.1522095,0.2222222,0.3875433,0.9961243,0.8428928,0.305,0.6375839,0.625
0.5471698,0.4367089,0,0.2064516,0.1374795,0.1805556,0.1141869,0.9955265,0.8379052,0.225,0.6308725,0.625
0.5031447,0.2721519,0.36,0.1483871,0.1227496,0.1388889,0.16609,0.9939324,0.8329177,0.23,0.6308725,0.625
0.6226415,0.4683544,0.28,0.1677419,0.1276596,0.2916667,0.266436,0.9943309,0.8179551,0.255,0.6577181,0.625
0.4528302,0.3101266,0.18,0.1741935,0.1129296,0.1805556,0.1176471,0.9930357,0.8204489,0.24,0.6174497,0.75
0.5031447,0.2721519,0.36,0.1483871,0.1227496,0.1388889,0.16609,0.9939324,0.8329177,0.23,0.6308725,0.625
0.4779874,0.2911392,0.11,0.1677419,0.1292962,0.1666667,0.1695502,0.9931353,0.8004988,0.285,0.6711409,0.625
0.5283019,0.3544304,0.04,0.1290323,0.1342062,0.1388889,0.0761246,0.9939324,0.8029925,0.22,0.6442953,0.625
0.4465409,0.4177215,0,0.2516129,0.1407529,0.2361111,0.1557093,0.9939324,0.8628429,0.27,0.6375839,0.625
0.5283019,0.3544304,0.04,0.1290323,0.1342062,0.1388889,0.0761246,0.9939324,0.8029925,0.22,0.6442953,0.625
0.5597484,0.3037975,0.24,0.183871,0.1538462,0.4861111,0.366782,0.9945302,0.7730673,0.265,0.6174497,0.625
0.4779874,0.2658228,0.08,0.1741935,0.1374795,0.2083333,0.16609,0.9931353,0.8004988,0.295,0.6711409,0.625
0.4465409,0.1962025,0.3,0.1419355,0.086743,0.5,0.4394464,0.9928364,0.7331671,0.81,0.6375839,0.625
0.4716981,0.7056962,0.1,0.2,0.1407529,0.0694444,0.0415225,0.992139,0.882793,0.3,0.7516779,0.5
0.5660377,0.4177215,0.17,0.1935484,0.1260229,0.0694444,0.0449827,0.9939324,0.8204489,0.275,0.6979866,0.625
0.509434,0.4556962,0.09,0.1806452,0.1374795,0.25,0.1695502,0.9957258,0.8553616,0.36,0.7449664,0.75
0.4025157,0.3607595,0.02,0.116129,0.1096563,0.0555556,0.0380623,0.9933346,0.8628429,0.34,0.6375839,0.625
0.4025157,0.3607595,0.02,0.116129,0.1096563,0.0555556,0.0380623,0.9933346,0.8628429,0.34,0.6375839,0.625
0.4025157,0.5474684,0.03,0.2064516,0.1162029,0.375,0.200692,0.9913419,0.9002494,0.245,0.852349,0.75
0.5974843,0.3481013,0.66,0.1483871,0.6333879,0.1666667,0.1280277,0.9945302,0.7905237,0.335,0.6442953,0.625
0.5597484,0.5537975,0.13,0.2225806,0.1440262,0.0555556,0.0484429,0.9957258,0.8578554,0.26,0.7718121,0.625
0.4591195,0.528481,0.03,0.1354839,0.1505728,0.1388889,0.0657439,0.9929361,0.8453865,0.235,0.6442953,0.625
0.4402516,0.2848101,0.34,0.1741935,0.1342062,0.2222222,0.2491349,0.9943309,0.8852868,0.3,0.6375839,0.625
0.4842767,0.3544304,0.2,0.1290323,0.1227496,0.125,0.1349481,0.9950283,0.8678304,0.31,0.6241611,0.625
0.4842767,0.6107595,0.1,0.1354839,0.1833061,0.1527778,0.0761246,0.9926372,0.8129676,0.25,0.6375839,0.625
0.4842767,0.6107595,0.1,0.1354839,0.1833061,0.1527778,0.0761246,0.9926372,0.8129676,0.25,0.6375839,0.625
0.5157233,0.3734177,0,0.1612903,0.1522095,0.2638889,0.200692,0.9965228,0.872818,0.325,0.6241611,0.75
0.5660377,0.2911392,0.23,0.1806452,0.1505728,0.3888889,0.3598616,0.9946298,0.7730673,0.28,0.6174497,0.625
0.5660377,0.4367089,0,0.1548387,0.1440262,0.2638889,0.1314879,0.9953272,0.8354115,0.3,0.6241611,0.625
0.5220126,0.4810127,0.29,0.2709677,0.1227496,0.1666667,0.0553633,0.9928364,0.8603491,0.34,0.7718121,0.75
0.5786164,0.335443,0.24,0.1677419,0.1276596,0.3888889,0.4809689,0.9942114,0.8004988,0.285,0.6375839,0.625
0.408805,0.3892405,0,0.1225806,0.106383,0.125,0.0622837,0.9935339,0.8628429,0.325,0.6174497,0.625
0.7295597,0.2594937,0.58,0.1806452,0.1571195,0.3472222,0.349481,0.9965627,0.7805486,0.265,0.6711409,0.625
0.6981132,0.2468354,0.54,0.1741935,0.1554828,0.2916667,0.349481,0.9964232,0.7805486,0.255,0.6375839,0.625
0.4591195,0.3227848,0.18,0.1354839,0.1145663,0.1666667,0.0968858,0.9940121,0.8778055,0.365,0.6375839,0.75
0.5157233,0.2151899,0.38,0.1612903,0.1309329,0.1666667,0.1972318,0.9941317,0.8229426,0.235,0.6040268,0.75
0.5408805,0.2088608,0.4,0.1677419,0.1358429,0.2222222,0.2352941,0.9941516,0.8229426,0.24,0.6308725,0.625
0.4528302,0.3164557,0.18,0.1354839,0.1162029,0.1666667,0.1072664,0.9939424,0.8778055,0.36,0.6442953,0.75
0.4591195,0.3227848,0.18,0.1354839,0.1145663,0.1666667,0.0968858,0.9940121,0.8778055,0.365,0.6375839,0.75
0.5220126,0.4113924,0.1,0.1870968,0.1456628,0.2361111,0.1384083,0.9943608,0.8204489,0.275,0.6375839,0.625
0.5220126,0.4113924,0.1,0.1870968,0.1456628,0.2361111,0.1384083,0.9943608,0.8204489,0.275,0.6375839,0.625
0.4779874,0.3417722,0.13,0.1612903,0.1587561,0.3333333,0.2283737,0.9941815,0.8453865,0.305,0.6308725,0.625
0.5220126,0.4113924,0.1,0.1870968,0.1456628,0.2361111,0.1384083,0.9943608,0.8204489,0.275,0.6375839,0.625
0.490566,0.3037975,0.68,0.1096774,0.6792144,0.1944444,0.1107266,0.9928962,0.7705736,0.53,0.6107383,0.75
0.490566,0.5759494,0.07,0.1225806,0.0949264,0.3055556,0.1626298,0.991591,0.8753117,0.215,0.7181208,0.75
0.3962264,0.6202532,0.01,0.1290323,0.0932897,0.2083333,0.1141869,0.9912224,0.8977556,0.23,0.7516779,0.75
0.509434,0.5506329,0,0.1419355,0.1374795,0.1388889,0.1072664,0.9928962,0.8104738,0.25,0.6577181,0.625
0.509434,0.5506329,0,0.1419355,0.1374795,0.1388889,0.1072664,0.9928962,0.8104738,0.25,0.6577181,0.625
0.5534591,0.2658228,0.21,0.1612903,0.1505728,0.4583333,0.3044983,0.9945601,0.7955112,0.26,0.6174497,0.625
0.5660377,0.3670886,0.25,0.1806452,0.1227496,0.125,0.3598616,0.9941217,0.8054863,0.285,0.6510067,0.625
0.5849057,0.414557,0.26,0.1290323,0.1571195,0.0694444,0.1211073,0.9937132,0.8104738,0.21,0.6442953,0.625
0.5534591,0.443038,0,0.1096774,0.1129296,0.1111111,0.0657439,0.9933446,0.8254364,0.265,0.6711409,0.75
0.5849057,0.414557,0.26,0.1290323,0.1571195,0.0694444,0.1211073,0.9937132,0.8104738,0.21,0.6442953,0.625
0.572327,0.4303797,0.11,0.1806452,0.1522095,0.1527778,0.1522491,0.9952077,0.8254364,0.275,0.6375839,0.75
0.5786164,0.4240506,0.1,0.1935484,0.1489362,0.1666667,0.16609,0.9952077,0.8254364,0.27,0.6375839,0.75
0.5534591,0.3734177,0.18,0.1870968,0.1456628,0.1666667,0.2560554,0.9937132,0.7830424,0.27,0.6308725,0.625
0.4716981,0.3797468,0.32,0.1741935,0.1685761,0.1805556,0.3391003,0.9957058,0.8603491,0.31,0.6375839,0.625
0.4465409,0.3734177,0.02,0.1483871,0.1342062,0.3333333,0.3252595,0.993773,0.8852868,0.265,0.6510067,0.75
0.4968553,0.4556962,0.01,0.1225806,0.1243863,0.0972222,0.1107266,0.9930158,0.8453865,0.27,0.6442953,0.625
0.4465409,0.3734177,0.02,0.1483871,0.1342062,0.3333333,0.3252595,0.993773,0.8852868,0.265,0.6510067,0.75
0.591195,0.4335443,0.26,0.1548387,0.1342062,0.3194444,0.4948097,0.9941317,0.8179551,0.275,0.6308725,0.625
0.5974843,0.3607595,0.27,0.1483871,0.1342062,0.3194444,0.4982699,0.9941516,0.8154613,0.275,0.6308725,0.625
0.4968553,0.2531646,0.29,0.116129,0.2569558,0.0138889,0.1522491,0.9936335,0.8229426,0.46,0.6375839,0.75
0.4968553,0.2531646,0.3,0.116129,0.2569558,0.0277778,0.1557093,0.9936036,0.8254364,0.455,0.6375839,0.75
0.4528302,0.6329114,0,0.1935484,0.1669394,0.0972222,0.0553633,0.9921988,0.8553616,0.23,0.6711409,0.625
0.4339623,0.4841772,0.18,0.1548387,0.3977087,0.0763889,0.16609,0.9924578,0.8478803,0.3,0.6912752,0.75
0.4339623,0.4018987,0.17,0.1548387,0.3944354,0.0833333,0.0622837,0.9924379,0.8478803,0.295,0.6912752,0.75
0.5220126,0.2721519,0.3,0.2193548,0.1292962,0.0972222,0.1176471,0.9942114,0.8379052,0.305,0.704698,0.625
0.4465409,0.3291139,0.03,0.1677419,0.1243863,0.2916667,0.3183391,0.9937829,0.872818,0.3,0.6577181,0.625
0.4402516,0.3607595,0,0.1290323,0.3109656,0.1666667,0.1557093,0.9930955,0.8254364,0.3,0.6308725,0.75
0.408805,0.2911392,0.14,0.1548387,0.1865794,0.125,0.1280277,0.9936534,0.9127182,0.325,0.6577181,0.625
0.5660377,0.5189873,0.05,0.1548387,0.1325696,0.3611111,0.3321799,0.9944704,0.8379052,0.265,0.6711409,0.625
0.408805,0.2911392,0.14,0.1548387,0.1865794,0.125,0.1280277,0.9936534,0.9127182,0.325,0.6577181,0.625
0.4465409,0.3734177,0.01,0.1612903,0.1260229,0.2777778,0.2941176,0.9937929,0.8852868,0.295,0.6577181,0.625
0.6226415,0.221519,0.41,0.1483871,0.1358429,0.1527778,0.2110727,0.9945302,0.8004988,0.25,0.6375839,0.625
0.6226415,0.221519,0.41,0.1483871,0.1358429,0.1527778,0.2110727,0.9945302,0.8004988,0.25,0.6375839,0.625
0.6289308,0.3544304,0.24,0.1419355,0.1292962,0.2638889,0.200692,0.9954269,0.7930175,0.28,0.6778523,0.75
0.6289308,0.3544304,0.24,0.1419355,0.1292962,0.2638889,0.200692,0.9954269,0.7930175,0.28,0.6778523,0.75
0.5408805,0.3987342,0.17,0.1870968,0.1620295,0.2916667,0.4117647,0.9943309,0.7705736,0.26,0.6241611,0.625
0.4654088,0.2341772,0.43,0.1677419,0.1342062,0.25,0.283737,0.9934143,0.8304239,0.34,0.6510067,0.75
0.5534591,0.4050633,0.17,0.1870968,0.1374795,0.3472222,0.449827,0.9945103,0.8054863,0.27,0.6442953,0.625
0.4465409,0.3860759,0.02,0.1612903,0.1325696,0.2361111,0.3010381,0.9937829,0.8678304,0.3,0.6510067,0.75
0.4842767,0.3797468,0,0.1677419,0.0900164,0.0972222,0.0449827,0.9927268,0.8428928,0.28,0.7248322,0.625
0.6352201,0.1708861,0.54,0.1483871,0.106383,0.0972222,0.0899654,0.9916508,0.7905237,0.265,0.8389262,0.75
0.6792453,0.5632911,0.3,0.1677419,0.2160393,0.0972222,0.2076125,0.9941914,0.7456359,0.59,0.6845638,0.625
0.5471698,0.2911392,0.31,0.1612903,0.2062193,0.3333333,0.2214533,0.9937929,0.7730673,0.37,0.6442953,0.625
0.5849057,0.2341772,0.44,0.1032258,0.0621931,0.2916667,0.1453287,0.991601,0.80798,0.405,0.7248322,0.875
0.591195,0.3164557,0.34,0.2322581,0.1342062,0.0694444,0.0484429,0.9950283,0.8204489,0.26,0.7181208,0.75
0.591195,0.3164557,0.34,0.2322581,0.1342062,0.0694444,0.0484429,0.9950283,0.8204489,0.26,0.7181208,0.75
0.4528302,0.3860759,0.08,0.2580645,0.1342062,0.3611111,0.3737024,0.9927468,0.8104738,0.255,0.6308725,0.625
0.5408805,0.3481013,0.09,0.2129032,0.111293,0.1111111,0.0588235,0.9936833,0.8054863,0.22,0.6711409,0.625
0.3207547,0.3702532,0,0.1096774,0.0720131,0.1944444,0.2975779,0.9889906,0.8877805,0.47,0.8657718,0.875
0.4842767,0.3544304,0.08,0.1612903,0.1865794,0.1944444,0.1591696,0.9934342,0.80798,0.33,0.6442953,0.75
0.5283019,0.3291139,0.22,0.1741935,0.1374795,0.0555556,0.0622837,0.9931553,0.8129676,0.285,0.6644295,0.75
0.5157233,0.1772152,0.4,0.1548387,0.0851064,0.0555556,0.0346021,0.9899072,0.8304239,0.35,0.8590604,0.875
0.5283019,0.1582278,0.39,0.1290323,0.0671031,0.0555556,0.0346021,0.9902061,0.8154613,0.355,0.8389262,0.875
0.5157233,0.1772152,0.4,0.1548387,0.0851064,0.0555556,0.0346021,0.9899072,0.8304239,0.35,0.8590604,0.875
0.4654088,0.335443,0.12,0.1225806,0.2700491,0.0555556,0.0415225,0.9933545,0.8129676,0.43,0.6174497,0.625
0.4779874,0.3037975,0.31,0.1806452,0.1145663,0.0555556,0.0519031,0.9932649,0.8029925,0.275,0.6912752,0.75
0.4591195,0.3101266,0.1,0.1677419,0.111293,0.0555556,0.0484429,0.9919597,0.8229426,0.235,0.704698,0.625
0.8113208,0.3164557,0.55,0.1806452,0.1178396,0.0972222,0.083045,0.9964431,0.7705736,0.34,0.7315436,0.75
0.6792453,0.2848101,0.33,0.1612903,0.1620295,0.2777778,0.1314879,0.9945103,0.80798,0.355,0.7248322,0.625
0.4339623,0.2468354,0.24,0.1354839,0.1669394,0.0555556,0.0242215,0.9909633,0.8578554,0.29,0.7651007,0.5
0.7924528,0.2594937,0.54,0.1806452,0.1685761,0.2638889,0.1418685,0.9957158,0.8004988,0.38,0.7583893,0.75
0.6792453,0.2848101,0.33,0.1612903,0.1620295,0.2777778,0.1314879,0.9945103,0.80798,0.355,0.7248322,0.625
0.6163522,0.3227848,0.19,0.2064516,0.1325696,0.1111111,0.1038062,0.9947294,0.8054863,0.29,0.704698,0.75
0.6792453,0.1835443,0.42,0.1032258,0.1374795,0.2638889,0.0934256,0.9917903,0.8179551,0.365,0.7986577,0.75
0.4465409,0.4525316,0,0.1516129,0.1162029,0.2916667,0.1626298,0.9926571,0.8204489,0.225,0.6308725,0.625
0.572327,0.4177215,0.15,0.2064516,0.1587561,0.125,0.2041522,0.9960844,0.8179551,0.27,0.6442953,0.625
0.4402516,0.4335443,0,0.1225806,0.1620295,0.125,0.0761246,0.9923981,0.8329177,0.3,0.6510067,0.625
0.3081761,0.2658228,0,0.1354839,0.0785597,0.2222222,0.1453287,0.9878947,0.925187,0.37,0.9395973,0.875
0.4213836,0.3417722,0.13,0.1290323,0.1243863,0.2083333,0.1245675,0.9936335,0.9002494,0.32,0.6577181,0.625
0.4213836,0.3417722,0.13,0.1290323,0.1243863,0.2083333,0.1245675,0.9936335,0.9002494,0.32,0.6577181,0.625
0.4465409,0.3037975,0.28,0.1806452,0.111293,0.0833333,0.0553633,0.9931553,0.80798,0.265,0.6912752,0.625
0.4465409,0.2911392,0.14,0.1806452,0.1243863,0.2083333,0.1280277,0.9925774,0.8379052,0.245,0.7181208,0.625
0.4716981,0.1708861,0.34,0.1483871,0.0818331,0.0555556,0.0276817,0.9914416,0.8478803,0.32,0.738255,0.875
0.4465409,0.2911392,0.14,0.1806452,0.1243863,0.2083333,0.1280277,0.9925774,0.8379052,0.245,0.7181208,0.625
0.490566,0.3607595,0.09,0.1483871,0.106383,0.4722222,0.1557093,0.990515,0.8628429,0.37,0.852349,1
0.3710692,0.3860759,0.08,0.1354839,0.1162029,0.2222222,0.083045,0.9901065,0.8877805,0.385,0.7449664,0.75
0.4716981,0.4335443,0.07,0.1612903,0.0949264,0.0694444,0.0311419,0.9926571,0.8428928,0.275,0.7315436,0.5
0.3710692,0.3860759,0.08,0.1354839,0.1162029,0.2222222,0.083045,0.9901065,0.8877805,0.385,0.7449664,0.75
0.6540881,0.278481,0.42,0.0967742,0.2373159,0.4722222,0.16609,0.9946497,0.8428928,0.43,0.6644295,0.375
0.7295597,0.2974684,0.44,0.1032258,0.2405892,0.5,0.1764706,0.9946896,0.8428928,0.43,0.6644295,0.5
0.5534591,0.4335443,0.26,0.1032258,0.1440262,0.2222222,0.0795848,0.9932748,0.8279302,0.235,0.6308725,0.625
0.4779874,0.4208861,0.1,0.0967742,0.1080196,0.375,0.1903114,0.9928862,0.8453865,0.255,0.6241611,0.625
0.4213836,0.1772152,0.28,0.1548387,0.0196399,0.5,0.3460208,0.986998,0.8129676,0.195,0.7852349,0.875
0.4213836,0.1772152,0.28,0.1548387,0.0196399,0.5,0.3460208,0.986998,0.8129676,0.195,0.7852349,0.875
0.6352201,0.1962025,0.35,0.1032258,0.1227496,0.125,0.0968858,0.9930556,0.80798,0.415,0.7516779,0.875
0.3773585,0.3164557,0.04,0.1419355,0.1505728,0.1805556,0.0899654,0.9928065,0.8628429,0.235,0.6711409,0.625
0.6981132,0.2658228,0.47,0.1709677,0.1391162,0.125,0.1176471,0.9936933,0.80798,0.385,0.8120805,0.875
0.4150943,0.4177215,0,0.1935484,0.188216,0.2916667,0.1072664,0.9926272,0.8603491,0.315,0.6912752,0.625
0.6666667,0.3164557,0.45,0.1677419,0.1947627,0.4722222,0.2352941,0.9934143,0.8054863,0.36,0.7315436,0.75
0.4465409,0.4335443,0.35,0.1290323,0.1440262,0.125,0.3183391,0.9926372,0.8179551,0.31,0.6308725,0.625
0.6226415,0.1582278,0.46,0.1096774,0.101473,0.3611111,0.1453287,0.9922386,0.7930175,0.415,0.7114094,0.75
0.4025157,0.4050633,0.21,0.116129,0.1325696,0.1944444,0.1072664,0.993225,0.8952618,0.33,0.6577181,0.625
0.4025157,0.4050633,0.21,0.116129,0.1325696,0.1944444,0.1072664,0.993225,0.8952618,0.33,0.6577181,0.625
0.4654088,0.4303797,0.16,0.116129,0.1276596,0.1666667,0.1349481,0.994032,0.872818,0.35,0.6644295,0.75
0.4025157,0.4050633,0.21,0.116129,0.1325696,0.1944444,0.1072664,0.993225,0.8952618,0.33,0.6577181,0.625
0.4025157,0.3987342,0.21,0.1032258,0.1309329,0.1666667,0.1107266,0.993225,0.8927681,0.33,0.6577181,0.625
0.5849057,0.2721519,0.44,0.1225806,0.1391162,0.125,0.0761246,0.9934143,0.8179551,0.275,0.6375839,0.625
0.5849057,0.2721519,0.44,0.1225806,0.1391162,0.125,0.0761246,0.9934143,0.8179551,0.275,0.6375839,0.625
0.5031447,0.2658228,0.32,0.1612903,0.1309329,0.3611111,0.4221453,0.9943409,0.8029925,0.535,0.6510067,0.625
0.5849057,0.2278481,0.39,0.0967742,0.1309329,0.5694444,0.1903114,0.9928564,0.8653367,0.365,0.7315436,0.75
0.5849057,0.2278481,0.39,0.0967742,0.1309329,0.5694444,0.1903114,0.9928564,0.8653367,0.365,0.7315436,0.75
0.4779874,0.4651899,0.02,0.1612903,0.1162029,0.1388889,0.0484429,0.9917206,0.8753117,0.355,0.7852349,0.875
